idno,cntry,gndr,agea,c2weight,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q58,w4q59,w4q60,gndr_lab,age_band,cntry_iso2,positive_affect_mean,distress_mean,positive_affect_z,distress_z
56785,AT,2,20,2.1404426,2,1,1,2,1,1,2,3,1,2,2,2,2,1,Female,18–29,AT,1.5,1.6666666666666667,-1.6206973802589375,-0.09964472662908853
56864,AT,1,50,0.20857593,1,1,1,4,1,3,1,1,2,1,1,1,1,1,Male,45–64,AT,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
56955,AT,1,48,0.31466058,1,2,2,3,2,3,1,1,1,1,2,1,2,2,Male,45–64,AT,3,1.5,0.44262012353696373,-0.3954834139718486
56958,AT,1,32,0.45431617,2,3,2,2,2,2,2,1,3,1,2,1,3,3,Male,30–44,AT,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
57222,AT,2,62,4.877671,1,2,3,3,1,3,1,2,2,2,2,1,2,2,Female,45–64,AT,3,1.75,0.44262012353696373,0.048274617042291294
57226,AT,2,45,0.25831595,1,2,2,3,1,3,1,1,1,1,2,2,1,1,Female,45–64,AT,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
57311,AT,2,67,0.9013118,3,3,2,2,1,2,2,2,2,1,2,1,1,1,Female,65+,AT,2,1.75,-0.9329248789936372,0.048274617042291294
57373,AT,2,32,2.2015371,1,2,2,3,1,4,1,2,1,1,2,1,2,1,Female,30–44,AT,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
57451,AT,1,48,0.3001322,2,2,2,3,1,3,2,,2,2,2,1,1,1,Male,45–64,AT,3,1.6363636363636365,0.44262012353696373,-0.15343357887322667
10055,BE,1,58,0.90319943,1,1,3,4,2,3,2,2,1,1,2,1,1,1,Male,45–64,BE,3.5,1.5,1.1303926248022642,-0.3954834139718486
10064,BE,1,61,0.71454936,1,1,1,3,2,4,1,1,1,1,2,1,1,1,Male,45–64,BE,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
10077,BE,2,46,0.8019466,1,1,2,3,1,3,1,1,1,2,2,1,1,1,Female,45–64,BE,3,1.25,0.44262012353696373,-0.8392414449859885
10112,BE,1,64,0.8983607,1,2,1,3,2,3,1,1,1,3,1,1,1,1,Male,45–64,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
10145,BE,1,62,1.3819866,1,1,2,4,1,4,1,2,1,1,1,1,2,1,Male,45–64,BE,4,1.25,1.8181651260675646,-0.8392414449859885
10213,BE,1,84,0.7544449,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,65+,BE,4,1,1.8181651260675646,-1.2829994760001284
10249,BE,2,33,0.73012936,2,3,1,3,2,3,3,2,3,2,3,1,2,2,Female,30–44,BE,3,2.1666666666666665,0.44262012353696373,0.7878713353991909
10295,BE,2,50,0.67366314,1,2,3,3,2,3,2,1,3,3,3,1,2,1,Female,45–64,BE,3,2,0.44262012353696373,0.4920326480564312
10297,BE,1,48,1.1963192,1,1,2,3,1,3,1,1,2,1,2,1,1,2,Male,45–64,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
10398,BE,2,35,1.1013645,1,1,2,3,1,3,1,1,2,1,2,1,2,1,Female,30–44,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
10401,BE,1,64,0.6476425,1,1,2,3,,3,2,1,1,2,2,2,1,2,Male,45–64,BE,3,1.5454545454545454,0.44262012353696373,-0.3148001356056414
10402,BE,1,22,0.66840017,3,2,4,2,3,2,3,2,2,3,3,3,2,1,Male,18–29,BE,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
10439,BE,2,25,0.9644198,,,,,,,,,,,,,,,Female,18–29,BE,,,,
10442,BE,1,51,0.80139464,1,2,2,3,2,3,2,1,1,1,2,1,2,1,Male,45–64,BE,3,1.5,0.44262012353696373,-0.3954834139718486
10460,BE,2,44,0.66364276,3,2,2,3,1,3,1,1,2,2,2,1,2,1,Female,30–44,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
10465,BE,1,56,0.42291840000000003,2,2,2,3,1,4,2,1,2,1,3,1,2,3,Male,45–64,BE,3.5,1.8333333333333333,1.1303926248022642,0.19619396071367112
10470,BE,2,42,0.69249845,2,1,2,3,1,4,1,1,1,1,1,1,1,1,Female,30–44,BE,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
10484,BE,2,25,0.59387785,1,1,2,4,1,4,,2,1,1,2,2,1,1,Female,18–29,BE,4,1.3636363636363635,1.8181651260675646,-0.6375332490704705
10516,BE,1,54,1.9458647,2,1,2,3,1,3,1,1,2,1,2,1,1,2,Male,45–64,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
10526,BE,1,68,0.5922878,1,4,1,2,1,3,2,1,3,4,3,1,2,1,Male,65+,BE,2.5,2,-0.2451523777283367,0.4920326480564312
10567,BE,1,37,0.72112375,2,1,1,3,1,3,1,1,2,1,2,1,1,1,Male,30–44,BE,3,1.25,0.44262012353696373,-0.8392414449859885
10598,BE,1,59,0.42291840000000003,2,2,2,3,1,3,2,1,2,1,2,1,1,1,Male,45–64,BE,3,1.5,0.44262012353696373,-0.3954834139718486
10603,BE,1,32,1.8912078,2,2,3,4,3,,3,3,2,3,4,2,3,3,Male,30–44,BE,4,2.75,1.8181651260675646,1.8233067410988508
10611,BE,1,50,1.0839413,3,3,3,2,2,2,2,3,3,3,3,3,3,3,Male,45–64,BE,2,2.8333333333333335,-0.9329248789936372,1.9712260847702312
10621,BE,1,80,0.8684002,1,1,1,4,1,4,1,2,1,1,2,1,1,1,Male,65+,BE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
10648,BE,1,43,0.7070813,2,2,3,2,2,2,2,2,1,1,2,1,1,1,Male,30–44,BE,2,1.6666666666666665,-0.9329248789936372,-0.09964472662908894
10649,BE,1,32,0.7179307,1,2,2,3,1,3,1,2,1,1,1,2,2,1,Male,30–44,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
10684,BE,1,57,0.48449284,1,1,2,3,2,3,1,2,1,1,1,1,2,1,Male,45–64,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
10691,BE,1,76,0.59090424,2,2,2,3,2,2,2,2,3,2,3,2,2,3,Male,65+,BE,2.5,2.25,-0.2451523777283367,0.9357906790705711
10706,BE,2,29,0.7876722,1,1,2,3,1,2,2,2,2,2,3,3,3,1,Female,18–29,BE,2.5,1.9166666666666665,-0.2451523777283367,0.34411330438505094
10735,BE,2,47,0.6634668,2,2,3,2,2,2,2,2,1,1,2,1,1,1,Female,45–64,BE,2,1.6666666666666665,-0.9329248789936372,-0.09964472662908894
10802,BE,2,62,0.53717,1,1,2,4,1,3,2,1,2,1,2,1,2,1,Female,45–64,BE,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
10827,BE,1,39,0.50328135,1,1,1,2,1,2,1,2,2,2,2,1,1,1,Male,30–44,BE,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
10838,BE,1,22,1.4485629,1,1,2,3,2,3,1,1,1,1,1,3,2,1,Male,18–29,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
10858,BE,1,31,0.6506849,1,1,1,4,2,3,1,2,1,4,2,1,2,1,Male,30–44,BE,3.5,1.5833333333333333,1.1303926248022642,-0.24756407030046876
10875,BE,1,61,0.765838,2,2,3,2,2,2,2,2,2,3,2,2,2,2,Male,45–64,BE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
10946,BE,2,68,0.6243552,2,2,3,3,1,3,2,2,1,2,2,1,1,1,Female,65+,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
10958,BE,2,32,0.548249,1,4,3,4,1,4,2,1,2,2,1,1,2,1,Female,30–44,BE,4,1.75,1.8181651260675646,0.048274617042291294
11039,BE,1,32,0.88585573,3,3,2,1,3,2,2,1,3,2,4,2,3,3,Male,30–44,BE,1.5,2.5833333333333335,-1.6206973802589375,1.5274680537560912
11089,BE,1,20,1.2749678,2,2,3,2,3,2,3,2,2,2,3,2,3,2,Male,18–29,BE,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
11108,BE,1,60,0.6084623,1,1,1,4,1,4,1,1,1,1,1,1,2,1,Male,45–64,BE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
11112,BE,1,47,0.69206226,1,1,1,4,1,4,1,2,1,4,2,1,1,1,Male,45–64,BE,4,1.4166666666666665,1.8181651260675646,-0.5434027576432289
11120,BE,2,42,0.73991454,1,1,2,2,1,4,1,1,1,1,2,1,2,1,Female,30–44,BE,3,1.25,0.44262012353696373,-0.8392414449859885
11154,BE,1,24,0.66840017,1,1,1,3,2,2,1,3,1,1,1,1,1,1,Male,18–29,BE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
11174,BE,1,48,0.81214577,2,2,2,3,2,2,2,2,2,2,3,2,2,2,Male,45–64,BE,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
11222,BE,2,23,1.5533761,3,3,3,4,3,3,3,2,3,3,3,2,,3,Female,18–29,BE,3.5,2.8181818181818183,1.1303926248022642,1.944331658648162
11225,BE,2,61,0.44327644,2,3,2,2,2,2,1,2,2,1,2,1,2,1,Female,45–64,BE,2,1.75,-0.9329248789936372,0.048274617042291294
11227,BE,2,73,2.891821,3,2,2,4,1,4,1,1,1,1,2,1,1,1,Female,65+,BE,4,1.4166666666666667,1.8181651260675646,-0.5434027576432284
11259,BE,2,63,4.3930254,2,2,4,2,1,3,2,2,2,1,4,2,1,2,Female,45–64,BE,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
11350,BE,2,58,2.2810507,2,1,2,4,1,4,1,1,1,1,1,1,1,1,Female,45–64,BE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
11365,BE,1,23,0.67835855,2,2,2,3,1,2,1,2,1,2,2,2,1,1,Male,18–29,BE,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
11384,BE,1,69,0.86161953,1,2,2,2,1,3,1,2,2,1,1,1,2,1,Male,65+,BE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
11395,BE,2,70,0.61166686,3,3,3,2,2,2,2,3,3,2,3,2,3,2,Female,65+,BE,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
11431,BE,1,49,3.1344295,2,,2,3,1,3,1,1,1,1,1,1,1,1,Male,45–64,BE,3,1.1818181818181819,0.44262012353696373,-0.9602663625352993
11451,BE,2,47,1.1700697,2,1,2,3,1,2,2,1,2,2,2,1,1,1,Female,45–64,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
11452,BE,1,67,1.6102659,2,2,2,2,2,2,2,1,2,1,2,1,2,1,Male,65+,BE,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
11465,BE,2,39,0.7567249,1,2,3,3,1,3,2,3,1,1,1,1,3,1,Female,30–44,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
11526,BE,1,70,0.46217796,1,1,1,2,1,2,2,1,3,2,2,1,1,2,Male,65+,BE,2,1.5,-0.9329248789936372,-0.3954834139718486
11597,BE,1,52,0.8501721,2,2,3,2,2,2,1,4,2,1,2,1,2,1,Male,45–64,BE,2,1.9166666666666665,-0.9329248789936372,0.34411330438505094
11630,BE,1,22,0.7254089,1,2,1,3,2,2,1,3,2,1,2,1,3,1,Male,18–29,BE,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
11672,BE,1,76,0.7033003,2,2,1,3,1,2,1,2,2,1,2,1,1,1,Male,65+,BE,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
11688,BE,2,39,1.2372763,3,4,4,2,2,,3,3,4,4,4,3,3,3,Female,30–44,BE,2,3.3333333333333335,-0.9329248789936372,2.858742146798511
11691,BE,2,31,0.6212251,2,3,2,3,2,3,2,2,3,2,3,1,2,1,Female,30–44,BE,3,2.0833333333333335,0.44262012353696373,0.6399519917278114
11694,BE,1,63,1.412448,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
11715,BE,2,29,0.83632225,1,1,2,4,1,4,2,2,2,1,2,1,1,2,Female,18–29,BE,4,1.5,1.8181651260675646,-0.3954834139718486
11783,BE,1,30,0.6729987,4,3,2,3,4,3,4,1,4,4,4,4,4,4,Male,30–44,BE,3,3.5,0.44262012353696373,3.1545808341412704
11818,BE,2,30,0.83573985,2,2,3,3,2,2,2,3,1,2,2,4,3,1,Female,30–44,BE,2.5,2.25,-0.2451523777283367,0.9357906790705711
11848,BE,1,69,0.6791762,1,2,2,3,2,4,1,1,1,2,2,1,2,1,Male,65+,BE,3.5,1.5,1.1303926248022642,-0.3954834139718486
11850,BE,2,57,0.6185931,2,3,4,2,3,1,3,3,3,3,3,2,2,2,Female,45–64,BE,1.5,2.75,-1.6206973802589375,1.8233067410988508
11864,BE,1,67,2.6041026,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Male,65+,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
11885,BE,1,58,1.1614776,1,1,1,4,1,4,1,1,1,1,,1,1,1,Male,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
11899,BE,2,42,0.97695106,1,1,1,3,2,4,2,2,1,2,2,2,1,3,Female,30–44,BE,3.5,1.6666666666666667,1.1303926248022642,-0.09964472662908853
11939,BE,2,41,0.9413123,2,2,2,2,2,2,2,1,2,2,3,2,2,1,Female,30–44,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
11953,BE,2,33,0.6749883,2,2,3,2,3,3,2,1,2,2,2,1,1,1,Female,30–44,BE,2.5,1.8333333333333335,-0.2451523777283367,0.1961939607136715
11987,BE,1,20,1.492075,3,4,3,3,3,,3,2,1,,4,3,3,3,Male,18–29,BE,3,2.909090909090909,0.44262012353696373,2.1056982153805763
12019,BE,2,27,0.6351121,2,1,2,3,1,3,2,1,2,1,1,1,2,1,Female,18–29,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
12039,BE,2,67,0.5409903,2,2,2,2,2,2,2,2,2,3,3,2,2,2,Female,65+,BE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
12069,BE,1,51,1.1537346,3,3,3,2,2,2,3,2,2,3,2,2,3,1,Male,45–64,BE,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
12087,BE,1,60,1.7259843,1,2,4,3,3,4,2,1,1,1,2,3,2,1,Male,45–64,BE,3.5,1.9166666666666667,1.1303926248022642,0.34411330438505133
12088,BE,1,66,1.4945508,4,3,3,2,4,2,3,3,3,4,3,3,3,3,Male,65+,BE,2,3.25,-0.9329248789936372,2.710822803127131
12092,BE,2,60,0.4172272,2,2,2,2,3,2,2,2,2,2,3,2,2,2,Female,45–64,BE,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
12096,BE,1,49,2.7266085,4,4,,,,,,,,,,,,,Male,45–64,BE,,4,,4.042096896169551
12125,BE,1,28,0.88525337,3,4,3,3,3,3,3,3,2,4,2,2,3,3,Male,18–29,BE,3,2.9166666666666665,0.44262012353696373,2.1191454284416107
12140,BE,1,67,1.0679089,2,2,3,2,3,2,2,2,2,2,2,2,3,2,Male,65+,BE,2,2.25,-0.9329248789936372,0.9357906790705711
12173,BE,2,67,0.4122065,2,2,2,3,1,3,2,2,2,1,2,1,1,2,Female,65+,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
12214,BE,1,66,0.66240877,2,1,2,3,1,3,2,2,2,1,1,1,1,1,Male,65+,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
12246,BE,1,41,1.6868793,2,3,2,2,2,3,2,2,2,2,2,2,3,2,Male,30–44,BE,2.5,2.1666666666666665,-0.2451523777283367,0.7878713353991909
12280,BE,1,60,0.5097485,3,2,2,2,1,1,2,1,1,1,2,2,2,1,Male,45–64,BE,1.5,1.6666666666666667,-1.6206973802589375,-0.09964472662908853
12291,BE,1,22,0.67940223,1,2,2,3,1,3,1,1,1,1,2,1,1,1,Male,18–29,BE,3,1.25,0.44262012353696373,-0.8392414449859885
12341,BE,1,70,0.42551008,1,1,1,4,1,3,1,1,1,1,2,2,2,1,Male,65+,BE,3.5,1.25,1.1303926248022642,-0.8392414449859885
12364,BE,1,28,0.9161611,3,2,3,1,1,1,2,4,3,2,3,3,3,,Male,18–29,BE,1,2.6363636363636362,-2.308469881524238,1.6215985451833326
12380,BE,2,23,0.6732834,2,2,2,2,1,1,1,2,1,1,1,1,2,1,Female,18–29,BE,1.5,1.4166666666666667,-1.6206973802589375,-0.5434027576432284
12412,BE,2,62,2.1125503,2,2,3,3,2,2,2,2,2,2,3,2,2,,Female,45–64,BE,2.5,2.1818181818181817,-0.2451523777283367,0.8147657615212599
12435,BE,2,36,0.89458984,1,2,2,3,2,3,2,1,3,1,3,2,1,3,Female,30–44,BE,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
12459,BE,2,51,1.014562,3,3,2,1,2,2,3,3,3,2,3,2,2,2,Female,45–64,BE,1.5,2.5,-1.6206973802589375,1.379548710084711
12556,BE,2,64,1.017225,1,2,2,3,1,2,1,2,2,2,2,2,2,2,Female,45–64,BE,2.5,1.75,-0.2451523777283367,0.048274617042291294
12565,BE,2,59,0.6921259,1,1,2,3,1,3,1,1,1,1,1,1,1,1,Female,45–64,BE,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
12570,BE,1,65,0.7927187,1,2,2,2,2,2,2,2,2,2,2,2,2,2,Male,65+,BE,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
12588,BE,2,49,1.1128721,,,,,,,,,,,,,,,Female,45–64,BE,,,,
12589,BE,1,23,0.53300226,2,1,2,3,2,4,1,2,2,1,3,1,3,1,Male,18–29,BE,3.5,1.75,1.1303926248022642,0.048274617042291294
12693,BE,2,37,0.8833894,3,2,2,3,1,3,2,2,2,2,3,1,2,1,Female,30–44,BE,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
12705,BE,2,72,1.6583443,3,2,3,2,2,3,2,1,2,1,2,1,1,1,Female,65+,BE,2.5,1.75,-0.2451523777283367,0.048274617042291294
12712,BE,2,27,0.6472284,4,4,3,2,3,3,3,4,3,3,3,3,3,3,Female,18–29,BE,2.5,3.25,-0.2451523777283367,2.710822803127131
12768,BE,2,51,0.72109747,1,1,1,4,1,4,1,1,2,1,1,1,1,1,Female,45–64,BE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
12803,BE,1,18,3.369682,1,2,1,2,1,2,1,2,3,1,1,2,4,1,Male,18–29,BE,2,1.6666666666666665,-0.9329248789936372,-0.09964472662908894
12819,BE,2,37,0.90389,1,3,2,3,2,4,2,1,3,2,3,1,2,1,Female,30–44,BE,3.5,1.9166666666666667,1.1303926248022642,0.34411330438505133
12824,BE,2,18,3.3815293,2,2,3,2,2,3,2,2,3,2,3,1,2,1,Female,18–29,BE,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
12854,BE,2,58,0.4829683,3,3,4,3,3,3,3,2,2,3,3,3,3,2,Female,45–64,BE,3,2.8333333333333335,0.44262012353696373,1.9712260847702312
12868,BE,1,41,0.7551835,1,1,2,4,1,4,1,2,1,1,1,1,1,1,Male,30–44,BE,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
12883,BE,2,63,0.45201424,2,2,3,2,2,2,2,2,2,2,2,2,2,1,Female,45–64,BE,2,2,-0.9329248789936372,0.4920326480564312
12925,BE,1,42,0.41683686,1,2,2,4,1,4,1,2,1,1,2,1,1,1,Male,30–44,BE,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
12969,BE,1,73,0.51349914,1,1,3,4,1,3,1,2,1,1,2,1,1,1,Male,65+,BE,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
12971,BE,2,23,0.9525847,1,2,1,4,2,3,1,2,2,2,3,1,1,1,Female,18–29,BE,3.5,1.5833333333333333,1.1303926248022642,-0.24756407030046876
12987,BE,1,63,4.12365,1,1,3,2,2,3,2,2,2,3,2,2,1,1,Male,45–64,BE,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
12989,BE,2,68,0.7069585,3,3,1,2,3,2,2,3,2,3,3,2,2,2,Female,65+,BE,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
13005,BE,2,50,0.55594903,1,2,2,3,1,3,1,2,2,2,2,1,2,1,Female,45–64,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
13020,BE,2,55,0.7734129,2,2,3,2,1,2,2,1,2,1,2,1,1,2,Female,45–64,BE,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
13127,BE,2,57,1.127371,3,4,3,2,3,2,3,4,4,4,4,3,3,3,Female,45–64,BE,2,3.4166666666666665,-0.9329248789936372,3.0066614904698903
13141,BE,2,23,1.3628545,1,1,4,4,1,3,2,1,3,3,1,1,1,1,Female,18–29,BE,3.5,1.6666666666666667,1.1303926248022642,-0.09964472662908853
13170,BE,2,55,0.64127916,1,1,2,2,1,3,2,1,2,1,1,1,2,1,Female,45–64,BE,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
13269,BE,1,42,0.9273699,2,2,2,3,1,3,1,2,1,1,3,2,2,1,Male,30–44,BE,3,1.6666666666666667,0.44262012353696373,-0.09964472662908853
13338,BE,1,34,0.5922006,1,4,3,4,1,4,1,1,1,1,2,1,1,1,Male,30–44,BE,4,1.5,1.8181651260675646,-0.3954834139718486
13340,BE,1,41,0.8927448,1,1,2,3,1,4,1,1,1,1,1,1,1,1,Male,30–44,BE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
13423,BE,1,58,0.61116815,2,2,2,2,1,2,2,3,3,3,3,3,2,3,Male,45–64,BE,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
13432,BE,1,64,0.49417678,1,1,2,4,1,3,1,1,1,1,1,1,1,1,Male,45–64,BE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
13437,BE,1,37,0.9227975,1,1,2,3,1,4,1,1,2,1,1,3,2,1,Male,30–44,BE,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
13540,BE,2,28,0.54136056,1,1,2,4,1,3,2,2,1,1,1,1,3,1,Female,18–29,BE,3.5,1.4166666666666667,1.1303926248022642,-0.5434027576432284
13548,BE,2,59,0.807389,2,2,2,2,1,2,2,2,2,2,2,1,2,1,Female,45–64,BE,2,1.75,-0.9329248789936372,0.048274617042291294
13592,BE,2,43,0.8287915,1,1,1,3,1,3,2,1,3,2,2,2,2,2,Female,30–44,BE,3,1.6666666666666665,0.44262012353696373,-0.09964472662908894
13607,BE,2,61,0.67568696,2,3,2,2,1,2,1,1,2,1,4,2,1,1,Female,45–64,BE,2,1.75,-0.9329248789936372,0.048274617042291294
13629,BE,1,38,1.0425847,2,2,1,2,1,2,2,2,2,2,3,1,2,1,Male,30–44,BE,2,1.75,-0.9329248789936372,0.048274617042291294
13711,BE,1,19,1.5798315,1,1,2,3,1,2,2,1,1,1,2,1,1,1,Male,18–29,BE,2.5,1.25,-0.2451523777283367,-0.8392414449859885
13796,BE,2,28,0.59879786,1,2,1,4,1,4,2,1,2,1,2,1,1,2,Female,18–29,BE,4,1.4166666666666667,1.8181651260675646,-0.5434027576432284
13803,BE,1,67,0.47876716,1,2,1,3,1,3,1,2,3,2,3,2,2,2,Male,65+,BE,3,1.8333333333333335,0.44262012353696373,0.1961939607136715
13815,BE,1,65,1.6544132,2,2,4,2,3,2,3,3,2,3,3,3,2,1,Male,65+,BE,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
13824,BE,1,57,0.5530264,1,1,1,4,1,3,1,1,2,1,2,1,1,1,Male,45–64,BE,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
13848,BE,2,29,0.7852892,1,2,2,3,2,2,2,2,1,1,1,1,2,1,Female,18–29,BE,2.5,1.5,-0.2451523777283367,-0.3954834139718486
13870,BE,1,38,1.0828098,1,1,3,3,1,3,1,1,2,2,2,1,1,1,Male,30–44,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
13914,BE,1,56,0.5262863,3,3,2,2,2,2,1,3,4,3,3,3,2,1,Male,45–64,BE,2,2.5,-0.9329248789936372,1.379548710084711
13951,BE,2,59,0.4316887,1,1,2,3,1,3,1,1,2,1,2,1,1,1,Female,45–64,BE,3,1.25,0.44262012353696373,-0.8392414449859885
13967,BE,1,63,1.1958777,1,1,2,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,BE,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
13979,BE,1,34,0.4807467,1,3,2,3,1,2,2,2,2,2,2,1,2,1,Male,30–44,BE,2.5,1.75,-0.2451523777283367,0.048274617042291294
14002,BE,2,74,0.52794653,3,2,2,2,2,2,2,2,2,3,2,2,3,2,Female,65+,BE,2,2.25,-0.9329248789936372,0.9357906790705711
14036,BE,1,61,0.6622106,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,45–64,BE,4,1,1.8181651260675646,-1.2829994760001284
14070,BE,2,20,1.1799167,1,1,1,3,1,3,1,2,2,2,1,1,2,1,Female,18–29,BE,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
14150,BE,2,26,1.0384918,1,2,2,3,2,3,2,1,2,1,1,1,1,1,Female,18–29,BE,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
14166,BE,2,76,0.5545802,2,2,3,4,1,3,2,1,2,2,3,1,2,1,Female,65+,BE,3.5,1.8333333333333333,1.1303926248022642,0.19619396071367112
14175,BE,1,57,0.60503613999999994,1,2,2,3,1,4,1,1,2,1,2,1,2,2,Male,45–64,BE,3.5,1.5,1.1303926248022642,-0.3954834139718486
14191,BE,1,44,1.0007743,1,2,2,4,2,4,2,2,2,2,2,3,2,3,Male,30–44,BE,4,2.0833333333333335,1.8181651260675646,0.6399519917278114
14212,BE,2,54,1.3678137,2,3,2,3,2,3,2,1,2,1,2,1,2,1,Female,45–64,BE,3,1.75,0.44262012353696373,0.048274617042291294
14293,BE,1,58,0.9513569,,1,1,3,2,3,2,1,1,1,2,1,1,1,Male,45–64,BE,3,1.2727272727272727,0.44262012353696373,-0.7988998058028849
14304,BE,2,37,0.7251652,1,2,1,3,1,3,2,2,2,2,3,1,3,1,Female,30–44,BE,3,1.75,0.44262012353696373,0.048274617042291294
14327,BE,1,29,0.56727594,1,1,2,4,1,3,1,1,1,1,1,1,1,1,Male,18–29,BE,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
14328,BE,2,59,0.45878568,3,3,3,2,2,1,3,3,3,3,3,3,3,3,Female,45–64,BE,1.5,2.9166666666666665,-1.6206973802589375,2.1191454284416107
14364,BE,1,65,0.4778179,1,2,1,3,1,2,1,2,2,2,,2,2,1,Male,65+,BE,2.5,1.5454545454545454,-0.2451523777283367,-0.3148001356056414
14385,BE,2,62,1.6895767,1,1,1,4,1,4,1,2,1,1,1,1,2,2,Female,45–64,BE,4,1.25,1.8181651260675646,-0.8392414449859885
14390,BE,2,42,1.1004096,1,1,2,3,1,3,1,1,1,1,1,2,2,1,Female,30–44,BE,3,1.25,0.44262012353696373,-0.8392414449859885
14433,BE,2,53,1.0287273,3,3,2,2,3,2,3,3,3,3,3,2,2,2,Female,45–64,BE,2,2.6666666666666665,-0.9329248789936372,1.6753873974274707
14464,BE,1,36,1.0075595,2,1,3,3,2,3,1,1,2,1,2,1,2,1,Male,30–44,BE,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
14524,BE,1,69,2.3402588,3,2,2,2,1,4,2,2,2,2,2,1,1,2,Male,65+,BE,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
