idno,cntry,gndr,agea,c2weight,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q58,w4q59,w4q60,gndr_lab,age_band,cntry_iso2,positive_affect_mean,distress_mean,positive_affect_z,distress_z
88475,GB,2,79,0.58047175,3,2,2,2,4,2,3,1,1,2,2,2,1,3,Female,65+,GB,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
88522,GB,1,77,0.41707724,1,1,3,4,1,4,1,1,2,2,1,1,2,1,Male,65+,GB,4,1.4166666666666667,1.8181651260675646,-0.5434027576432284
88621,GB,1,70,0.7134304,2,2,3,3,1,3,2,1,3,2,3,1,2,1,Male,65+,GB,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
88653,GB,1,47,1.2080717,3,4,3,2,1,1,3,4,2,3,3,1,2,2,Male,45–64,GB,1.5,2.5833333333333335,-1.6206973802589375,1.5274680537560912
89131,GB,1,70,0.45593175,1,1,2,3,2,3,2,2,1,1,1,2,1,1,Male,65+,GB,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
89194,GB,2,73,0.38449955,2,2,2,3,2,3,3,2,2,2,2,2,2,2,Female,65+,GB,3,2.0833333333333335,0.44262012353696373,0.6399519917278114
89219,GB,1,61,0.35682103,3,3,3,2,2,2,2,2,2,2,2,1,2,2,Male,45–64,GB,2,2.1666666666666665,-0.9329248789936372,0.7878713353991909
89220,GB,1,59,1.3663749,2,2,2,2,1,2,2,1,2,2,2,1,2,1,Male,45–64,GB,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
89326,GB,2,65,0.71985924,2,2,3,2,2,2,2,2,2,2,2,2,2,1,Female,65+,GB,2,2,-0.9329248789936372,0.4920326480564312
89435,GB,2,32,1.4941424,1,1,2,3,2,3,2,1,1,1,1,1,2,1,Female,30–44,GB,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
89523,GB,2,73,1.0417299,1,3,1,4,2,4,1,2,1,1,1,1,1,1,Female,65+,GB,4,1.3333333333333333,1.8181651260675646,-0.6913221013146087
89645,GB,1,65,1.1225224,2,2,2,4,1,2,2,2,2,4,1,2,2,1,Male,65+,GB,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
89647,GB,2,44,1.8063121,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,30–44,GB,4,1,1.8181651260675646,-1.2829994760001284
89810,GB,2,36,2.6575007,2,4,4,2,4,3,3,3,3,3,3,3,3,1,Female,30–44,GB,2.5,3,-0.2451523777283367,2.267064772112991
90077,GB,2,52,0.7841721,1,1,2,3,1,4,2,2,1,1,1,1,1,1,Female,45–64,GB,3.5,1.25,1.1303926248022642,-0.8392414449859885
90181,GB,1,57,0.41019917,4,4,4,4,4,3,3,4,4,4,4,4,4,4,Male,45–64,GB,3.5,3.9166666666666665,1.1303926248022642,3.89417755249817
90207,GB,1,49,1.3612183,4,1,4,1,4,3,2,2,1,2,2,2,1,2,Male,45–64,GB,2,2.25,-0.9329248789936372,0.9357906790705711
90240,GB,2,43,0.75916594,1,2,1,3,1,3,1,1,2,2,2,1,2,2,Female,30–44,GB,3,1.5,0.44262012353696373,-0.3954834139718486
90451,GB,2,49,1.0111688,2,2,2,2,2,2,2,2,2,2,2,2,3,2,Female,45–64,GB,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
90577,GB,1,55,0.9574588,1,1,2,3,1,3,1,1,1,1,1,2,1,1,Male,45–64,GB,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
90684,GB,1,58,0.43438363,1,2,4,4,2,4,1,2,1,1,2,1,3,1,Male,45–64,GB,4,1.75,1.8181651260675646,0.048274617042291294
90800,GB,2,28,0.827952,2,2,4,2,2,2,2,1,1,1,1,1,2,2,Female,18–29,GB,2,1.75,-0.9329248789936372,0.048274617042291294
90822,GB,1,64,0.9067179,2,2,3,2,1,2,2,2,2,2,2,1,2,1,Male,45–64,GB,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
90986,GB,2,51,0.43661687,2,2,2,3,2,2,2,2,2,2,2,2,2,1,Female,45–64,GB,2.5,1.9166666666666667,-0.2451523777283367,0.34411330438505133
91054,GB,1,69,0.84117323,1,1,2,3,1,4,1,2,1,1,1,1,2,1,Male,65+,GB,3.5,1.25,1.1303926248022642,-0.8392414449859885
91097,GB,1,57,0.43605432,1,1,3,3,1,3,1,3,1,1,1,1,2,1,Male,45–64,GB,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
91206,GB,2,57,1.231119,2,2,3,2,1,2,2,1,2,3,3,2,1,1,Female,45–64,GB,2,1.9166666666666667,-0.9329248789936372,0.34411330438505133
91296,GB,1,81,0.59478474,1,2,3,3,2,4,2,2,2,2,3,1,1,2,Male,65+,GB,3.5,1.9166666666666667,1.1303926248022642,0.34411330438505133
91360,GB,1,58,1.7503719,1,2,1,3,1,3,1,1,1,1,1,1,1,1,Male,45–64,GB,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
91382,GB,1,23,0.7734816,1,1,1,4,1,4,1,2,1,1,1,1,1,1,Male,18–29,GB,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
91426,GB,2,64,0.51420015,1,1,1,4,2,3,2,1,2,1,2,1,2,2,Female,45–64,GB,3.5,1.5,1.1303926248022642,-0.3954834139718486
91533,GB,2,70,0.7190186,2,2,1,2,1,3,2,1,2,2,2,1,2,1,Female,65+,GB,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
91535,GB,2,41,0.50353205,2,2,2,2,2,1,2,2,2,2,1,1,2,1,Female,30–44,GB,1.5,1.75,-1.6206973802589375,0.048274617042291294
91645,GB,1,29,1.4950987,1,1,2,3,2,3,1,1,2,1,1,1,1,1,Male,18–29,GB,3,1.25,0.44262012353696373,-0.8392414449859885
91750,GB,2,63,0.92333955,2,2,2,4,1,4,2,1,2,1,1,1,4,2,Female,45–64,GB,4,1.75,1.8181651260675646,0.048274617042291294
91755,GB,2,68,0.7639169,1,3,4,2,1,3,3,4,4,3,3,3,3,2,Female,65+,GB,2.5,2.8333333333333335,-0.2451523777283367,1.9712260847702312
91809,GB,2,61,0.51420015,2,2,1,3,2,3,1,1,1,1,1,1,1,1,Female,45–64,GB,3,1.25,0.44262012353696373,-0.8392414449859885
91818,GB,2,56,0.76860553,3,2,3,2,1,2,2,2,1,2,2,2,1,1,Female,45–64,GB,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
91932,GB,1,54,0.7729175,1,1,1,2,1,4,2,1,1,1,1,1,1,1,Male,45–64,GB,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
92120,GB,2,72,0.66978407,1,2,2,3,1,3,2,1,2,1,1,1,1,1,Female,65+,GB,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
92137,GB,2,58,0.4555076,2,1,3,3,1,3,2,1,2,2,2,2,2,1,Female,45–64,GB,3,1.75,0.44262012353696373,0.048274617042291294
92170,GB,1,79,1.3022064,3,3,3,1,1,2,2,4,2,2,2,2,2,1,Male,65+,GB,1.5,2.25,-1.6206973802589375,0.9357906790705711
92210,GB,2,58,0.7318111,1,1,1,4,1,3,1,1,1,1,1,1,1,1,Female,45–64,GB,3.5,1,1.1303926248022642,-1.2829994760001284
92374,GB,1,66,0.6991647,2,4,3,3,3,,4,3,2,2,3,3,2,3,Male,65+,GB,3,2.8333333333333335,0.44262012353696373,1.9712260847702312
92387,GB,2,28,0.64365077,3,3,4,2,2,3,3,2,3,3,3,3,2,3,Female,18–29,GB,2.5,2.8333333333333335,-0.2451523777283367,1.9712260847702312
92431,GB,2,34,0.6788243,1,4,2,2,1,2,3,2,3,3,3,2,3,2,Female,30–44,GB,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
92499,GB,1,48,1.6901842,4,4,3,1,3,1,4,4,4,4,4,1,3,3,Male,45–64,GB,1,3.4166666666666665,-2.308469881524238,3.0066614904698903
92524,GB,1,55,0.35907653,3,3,2,2,3,2,2,3,1,1,1,1,2,1,Male,45–64,GB,2,1.9166666666666665,-0.9329248789936372,0.34411330438505094
92678,GB,2,42,0.57879364,2,2,2,3,1,3,2,2,2,2,2,2,2,2,Female,30–44,GB,3,1.9166666666666667,0.44262012353696373,0.34411330438505133
92730,GB,2,65,1.1577922,1,2,1,3,1,2,2,2,1,2,2,2,1,1,Female,65+,GB,2.5,1.5,-0.2451523777283367,-0.3954834139718486
92770,GB,1,41,0.94158673,4,4,4,1,2,1,4,2,3,4,3,3,4,2,Male,30–44,GB,1,3.25,-2.308469881524238,2.710822803127131
92817,GB,2,39,1.1656195,3,3,4,2,2,2,3,3,3,3,3,3,4,3,Female,30–44,GB,2,3.0833333333333335,-0.9329248789936372,2.414984115784371
92845,GB,1,61,0.8970472,1,1,3,4,2,3,2,1,1,2,3,1,3,2,Male,45–64,GB,3.5,1.8333333333333333,1.1303926248022642,0.19619396071367112
93000,GB,1,48,1.6776074,2,2,2,2,1,2,2,1,2,1,2,1,2,1,Male,45–64,GB,2,1.5833333333333333,-0.9329248789936372,-0.24756407030046876
10002,IS,1,68,0.48155954,1,1,4,3,1,3,1,1,1,1,1,3,1,1,Male,65+,IS,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
10059,IS,2,74,0.952881,2,1,1,4,1,2,2,2,1,1,1,1,1,1,Female,65+,IS,3,1.25,0.44262012353696373,-0.8392414449859885
10062,IS,1,26,2.2933378,2,2,2,2,2,3,3,1,2,2,2,3,3,1,Male,18–29,IS,2.5,2.0833333333333335,-0.2451523777283367,0.6399519917278114
10104,IS,2,36,1.7954872,1,2,1,2,2,3,2,2,2,1,1,1,1,1,Female,30–44,IS,2.5,1.4166666666666667,-0.2451523777283367,-0.5434027576432284
10136,IS,2,40,0.8769609,2,4,3,2,2,2,2,3,2,2,2,3,2,1,Female,30–44,IS,2,2.3333333333333335,-0.9329248789936372,1.0837100227419514
10183,IS,2,60,0.42337528,1,2,1,3,1,2,1,2,2,1,1,1,1,2,Female,45–64,IS,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
10223,IS,2,27,2.5504036,3,3,3,2,3,2,3,3,2,3,3,2,2,1,Female,18–29,IS,2,2.5833333333333335,-0.9329248789936372,1.5274680537560912
10265,IS,1,76,0.48084325,2,2,2,2,1,2,2,1,1,2,2,1,1,1,Male,65+,IS,2,1.5,-0.9329248789936372,-0.3954834139718486
10273,IS,2,79,0.53869426,1,2,1,4,1,3,1,1,1,1,2,1,1,1,Female,65+,IS,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
10295,IS,2,21,3.0293038,2,2,2,2,2,2,2,1,3,2,2,2,2,2,Female,18–29,IS,2,2,-0.9329248789936372,0.4920326480564312
10368,IS,1,60,0.71400255,1,1,3,2,1,3,2,1,3,2,2,2,3,1,Male,45–64,IS,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
10394,IS,2,70,1.0163327,1,1,2,3,2,2,2,2,1,1,2,2,1,1,Female,65+,IS,2.5,1.5,-0.2451523777283367,-0.3954834139718486
10401,IS,2,63,0.83857965,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,45–64,IS,4,1,1.8181651260675646,-1.2829994760001284
10402,IS,2,29,1.7065274,1,2,1,4,1,4,1,1,2,1,2,4,2,1,Female,18–29,IS,4,1.5833333333333335,1.8181651260675646,-0.24756407030046837
10404,IS,2,33,1.6616858,1,2,1,3,1,4,1,1,1,1,1,1,1,1,Female,30–44,IS,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
10434,IS,1,60,0.9635205,1,1,1,3,1,4,1,1,1,1,1,2,1,1,Male,45–64,IS,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
10484,IS,2,44,0.7452162,1,1,2,4,1,3,1,1,1,2,2,1,1,1,Female,30–44,IS,3.5,1.25,1.1303926248022642,-0.8392414449859885
10486,IS,1,68,0.46011266,1,1,2,3,1,2,1,1,1,1,1,1,2,1,Male,65+,IS,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
10504,IS,1,33,1.1778144,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Male,30–44,IS,3,1,0.44262012353696373,-1.2829994760001284
10529,IS,1,49,1.5124729,1,3,2,3,1,2,1,2,2,1,2,1,2,1,Male,45–64,IS,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
10561,IS,2,55,0.7787618,1,1,1,3,1,3,1,1,1,1,1,1,1,1,Female,45–64,IS,3,1,0.44262012353696373,-1.2829994760001284
10579,IS,1,53,0.9448386,2,1,2,2,1,2,2,2,1,1,1,1,1,1,Male,45–64,IS,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
10651,IS,2,47,0.7375299,1,2,2,2,1,2,2,1,3,2,2,1,2,1,Female,45–64,IS,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
10724,IS,1,55,0.6967827,1,2,1,3,1,3,1,2,1,1,2,1,2,1,Male,45–64,IS,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
10784,IS,1,58,0.5741162,2,2,1,2,1,3,2,1,2,2,2,2,1,1,Male,45–64,IS,2.5,1.5833333333333333,-0.2451523777283367,-0.24756407030046876
10858,IS,1,40,0.9400009,3,2,1,1,1,1,3,2,3,3,3,2,1,1,Male,30–44,IS,1,2.0833333333333335,-2.308469881524238,0.6399519917278114
10913,IS,2,47,1.1550899,3,2,3,2,2,2,3,2,3,2,2,2,2,1,Female,45–64,IS,2,2.25,-0.9329248789936372,0.9357906790705711
11013,IS,1,31,1.9586062,1,2,2,3,1,3,1,2,2,1,1,3,2,1,Male,30–44,IS,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
11051,IS,1,59,0.4469625,1,2,2,2,1,2,2,1,1,1,1,1,1,1,Male,45–64,IS,2,1.25,-0.9329248789936372,-0.8392414449859885
11065,IS,2,57,0.49548352,2,2,1,3,1,2,2,2,1,2,2,2,1,2,Female,45–64,IS,2.5,1.6666666666666667,-0.2451523777283367,-0.09964472662908853
11106,IS,1,62,0.71734935,2,1,2,2,2,2,2,2,1,1,1,1,1,1,Male,45–64,IS,2,1.4166666666666667,-0.9329248789936372,-0.5434027576432284
11108,IS,2,28,1.545891,3,3,2,1,2,1,3,2,3,3,3,2,3,1,Female,18–29,IS,1,2.5,-2.308469881524238,1.379548710084711
11160,IS,1,73,0.93259573,1,1,1,3,1,3,1,1,1,1,1,1,2,1,Male,65+,IS,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
11177,IS,2,47,0.7243317,2,3,2,3,1,3,2,3,2,1,1,1,2,1,Female,45–64,IS,3,1.75,0.44262012353696373,0.048274617042291294
11259,IS,1,66,0.723171,1,1,3,4,1,4,1,1,1,1,1,1,1,1,Male,65+,IS,4,1.1666666666666667,1.8181651260675646,-0.9871607886573683
11344,IS,1,42,0.9180138,,,,,,,,,,,,,,,Male,30–44,IS,,,,
11454,IS,2,38,0.8075931,1,2,2,3,1,3,1,1,2,2,3,1,1,1,Female,30–44,IS,3,1.5,0.44262012353696373,-0.3954834139718486
11493,IS,1,43,0.9315188,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Male,30–44,IS,4,1,1.8181651260675646,-1.2829994760001284
11542,IS,2,67,0.46577165,2,2,2,3,1,2,2,1,3,2,3,1,1,2,Female,65+,IS,2.5,1.8333333333333333,-0.2451523777283367,0.19619396071367112
11565,IS,1,71,0.47674328,3,3,2,3,2,2,2,2,1,1,1,1,1,1,Male,65+,IS,2.5,1.6666666666666665,-0.2451523777283367,-0.09964472662908894
11672,IS,2,48,1.2201769,1,2,3,3,1,4,1,2,1,1,1,1,1,1,Female,45–64,IS,3.5,1.3333333333333333,1.1303926248022642,-0.6913221013146087
11691,IS,1,55,0.7572634,2,4,2,2,1,2,1,1,1,1,1,1,1,1,Male,45–64,IS,2,1.4166666666666665,-0.9329248789936372,-0.5434027576432289
11715,IS,1,51,0.9398996,2,1,2,2,1,3,2,1,2,1,2,1,2,1,Male,45–64,IS,2.5,1.5,-0.2451523777283367,-0.3954834139718486
11720,IS,1,53,1.7626969,1,1,2,2,3,2,2,2,1,1,1,1,1,1,Male,45–64,IS,2,1.4166666666666667,-0.9329248789936372,-0.5434027576432284
11740,IS,2,74,0.45953006,1,1,2,2,2,2,2,2,1,2,2,1,1,1,Female,65+,IS,2,1.5,-0.9329248789936372,-0.3954834139718486
11787,IS,1,50,1.5819062,,,,,,,,,,,,,,,Male,45–64,IS,,,,
11795,IS,2,63,0.542821,1,1,2,3,1,3,1,2,1,1,1,1,2,1,Female,45–64,IS,3,1.25,0.44262012353696373,-0.8392414449859885
11822,IS,2,48,0.75138956,1,2,2,4,1,2,1,2,1,1,1,1,2,1,Female,45–64,IS,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
11835,IS,1,55,0.7031005,2,2,1,2,1,2,1,1,2,2,2,2,2,,Male,45–64,IS,2,1.6363636363636365,-0.9329248789936372,-0.15343357887322667
11867,IS,1,27,2.2270162,3,1,2,1,3,2,3,1,1,2,1,2,2,1,Male,18–29,IS,1.5,1.8333333333333335,-1.6206973802589375,0.1961939607136715
11873,IS,2,49,0.73409235,2,2,2,2,1,2,2,1,2,2,2,2,1,1,Female,45–64,IS,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
11885,IS,1,66,0.42233124,1,1,2,3,1,3,1,2,1,1,2,1,2,1,Male,65+,IS,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
11899,IS,1,30,1.7943616,2,2,2,1,1,1,2,3,2,2,2,2,1,1,Male,30–44,IS,1,1.8333333333333333,-2.308469881524238,0.19619396071367112
11925,IS,2,35,1.1430284,3,4,3,2,3,1,4,2,4,4,4,2,3,3,Female,30–44,IS,1.5,3.25,-1.6206973802589375,2.710822803127131
11936,IS,2,61,0.4672975,1,1,1,3,1,4,1,1,1,1,2,1,1,1,Female,45–64,IS,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
11956,IS,2,19,1.9008896,4,4,3,1,4,2,4,3,4,3,4,2,2,1,Female,18–29,IS,1.5,3.1666666666666665,-1.6206973802589375,2.5629034594557503
12010,IS,2,56,0.45285875,1,1,1,4,1,3,1,1,1,1,2,1,1,1,Female,45–64,IS,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
12091,IS,1,74,0.7454707,1,1,2,3,1,2,1,2,1,1,2,1,2,1,Male,65+,IS,2.5,1.3333333333333333,-0.2451523777283367,-0.6913221013146087
12118,IS,2,64,1.0259451,2,1,1,3,1,3,2,1,1,1,1,1,1,1,Female,45–64,IS,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
12155,IS,2,58,1.0806218,2,2,2,2,1,2,2,1,2,2,2,2,2,1,Female,45–64,IS,2,1.75,-0.9329248789936372,0.048274617042291294
12194,IS,1,69,0.48084325,1,1,1,2,2,1,2,1,1,1,1,1,1,1,Male,65+,IS,1.5,1.1666666666666667,-1.6206973802589375,-0.9871607886573683
12200,IS,1,70,0.7876605,1,2,1,3,1,3,1,1,1,1,2,1,2,1,Male,65+,IS,3,1.25,0.44262012353696373,-0.8392414449859885
12201,IS,1,81,0.74912506,1,1,2,4,1,4,1,1,1,1,1,1,1,1,Male,65+,IS,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
12326,IS,2,65,0.8258871,1,1,1,3,1,3,1,2,1,1,1,1,1,1,Female,65+,IS,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
12362,IS,1,73,0.55242777,1,2,1,2,1,2,1,1,1,1,2,1,1,1,Male,65+,IS,2,1.1666666666666667,-0.9329248789936372,-0.9871607886573683
12385,IS,2,70,1.1297823,2,1,1,3,1,3,2,1,1,1,1,1,1,1,Female,65+,IS,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
12388,IS,2,45,0.735621,1,1,1,3,1,3,,1,1,2,2,1,1,1,Female,45–64,IS,3,1.1818181818181819,0.44262012353696373,-0.9602663625352993
12394,IS,1,35,0.98441076,2,2,2,2,1,2,2,2,2,2,2,1,2,2,Male,30–44,IS,2,1.8333333333333333,-0.9329248789936372,0.19619396071367112
12492,IS,2,54,0.67446387,1,1,1,2,1,2,1,1,1,1,1,1,1,1,Female,45–64,IS,2,1,-0.9329248789936372,-1.2829994760001284
12540,IS,1,54,1.5519385,1,1,2,4,1,4,1,4,1,1,1,1,1,1,Male,45–64,IS,4,1.3333333333333335,1.8181651260675646,-0.6913221013146083
12546,IS,1,62,0.821731,2,2,2,2,3,3,1,2,1,1,1,1,1,1,Male,45–64,IS,2.5,1.5,-0.2451523777283367,-0.3954834139718486
12556,IS,2,70,0.8893333,1,1,2,2,1,3,1,1,1,2,1,1,1,1,Female,65+,IS,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
12570,IS,2,38,1.5040323,2,1,1,2,1,2,1,1,2,2,2,1,1,1,Female,30–44,IS,2,1.3333333333333333,-0.9329248789936372,-0.6913221013146087
12589,IS,1,22,1.8681931,4,4,2,2,2,2,4,2,4,3,4,2,3,4,Male,18–29,IS,2,3.1666666666666665,-0.9329248789936372,2.5629034594557503
12624,IS,1,46,1.0017663,2,2,2,3,1,3,2,3,2,2,2,2,3,1,Male,45–64,IS,3,2,0.44262012353696373,0.4920326480564312
12678,IS,2,54,1.2623882,1,2,2,3,1,3,1,1,1,1,1,1,1,1,Female,45–64,IS,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
12689,IS,2,18,2.810271,3,4,3,2,4,2,4,4,4,4,4,2,4,3,Female,18–29,IS,2,3.5833333333333335,-0.9329248789936372,3.3025001778126506
12741,IS,2,39,0.71886,1,1,1,3,1,3,1,1,2,2,2,1,2,1,Female,30–44,IS,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
12757,IS,1,74,0.74912506,1,2,2,3,1,3,1,1,1,1,1,1,1,1,Male,65+,IS,3,1.1666666666666667,0.44262012353696373,-0.9871607886573683
12880,IS,2,34,2.6388726,2,1,3,3,1,3,2,2,3,2,2,1,2,1,Female,30–44,IS,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
12883,IS,1,75,0.85972255,1,1,1,3,1,3,1,1,1,1,1,2,1,1,Male,65+,IS,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
12887,IS,1,38,0.9483928,,,,,,,,,,,,,,,Male,30–44,IS,,,,
12902,IS,1,46,1.719601,2,2,2,2,1,2,1,2,2,2,2,2,2,1,Male,45–64,IS,2,1.75,-0.9329248789936372,0.048274617042291294
12930,IS,2,49,0.76734185,1,1,1,3,1,4,1,1,1,1,1,1,1,1,Female,45–64,IS,3.5,1,1.1303926248022642,-1.2829994760001284
12971,IS,2,64,0.45231652,2,3,2,3,1,3,2,2,2,2,2,2,1,1,Female,45–64,IS,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
13012,IS,2,63,0.4468374,1,1,2,3,1,3,1,2,2,2,1,1,1,1,Female,45–64,IS,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
13029,IS,2,43,0.8687692,2,1,2,4,1,4,1,1,2,2,2,1,1,1,Female,30–44,IS,4,1.4166666666666667,1.8181651260675646,-0.5434027576432284
13030,IS,1,67,0.9795881,2,2,3,3,1,3,1,2,1,1,1,2,2,1,Male,65+,IS,3,1.5833333333333333,0.44262012353696373,-0.24756407030046876
13035,IS,1,80,0.89757824,2,2,1,2,1,2,2,2,2,1,1,1,2,1,Male,65+,IS,2,1.5,-0.9329248789936372,-0.3954834139718486
13079,IS,2,56,0.4672975,1,2,1,4,1,3,1,1,1,1,1,1,1,1,Female,45–64,IS,3.5,1.0833333333333333,1.1303926248022642,-1.1350801323287485
13108,IS,2,65,0.87616676,1,1,1,4,1,4,1,1,2,1,1,1,1,1,Female,65+,IS,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
13169,IS,2,23,1.7787362,3,2,2,3,3,2,3,2,4,3,3,2,2,3,Female,18–29,IS,2.5,2.6666666666666665,-0.2451523777283367,1.6753873974274707
13170,IS,2,28,1.0729084,3,3,2,2,2,2,3,3,1,1,2,1,1,3,Female,18–29,IS,2,2.0833333333333335,-0.9329248789936372,0.6399519917278114
13178,IS,2,22,1.9016784,2,3,2,3,2,2,2,1,1,2,2,1,2,1,Female,18–29,IS,2.5,1.75,-0.2451523777283367,0.048274617042291294
13185,IS,1,74,0.9011459,2,3,2,2,3,2,3,3,2,3,2,2,1,1,Male,65+,IS,2,2.25,-0.9329248789936372,0.9357906790705711
13223,IS,2,24,1.0729084,2,1,1,3,1,3,2,1,2,2,2,1,1,1,Female,18–29,IS,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
13228,IS,2,59,0.46038207,2,2,2,2,1,2,2,1,1,2,3,1,2,1,Female,45–64,IS,2,1.6666666666666667,-0.9329248789936372,-0.09964472662908853
13237,IS,2,41,0.73651344,1,1,3,3,1,3,1,1,1,1,1,2,1,1,Female,30–44,IS,3,1.25,0.44262012353696373,-0.8392414449859885
13278,IS,1,46,0.9913598,2,2,1,2,1,2,2,1,1,1,1,1,1,1,Male,45–64,IS,2,1.25,-0.9329248789936372,-0.8392414449859885
13319,IS,2,70,0.86669147,3,3,3,2,2,1,2,3,3,2,2,2,2,1,Female,65+,IS,1.5,2.3333333333333335,-1.6206973802589375,1.0837100227419514
13381,IS,2,41,0.8500449,1,1,2,4,1,4,1,1,1,1,1,1,1,1,Female,30–44,IS,4,1.0833333333333333,1.8181651260675646,-1.1350801323287485
13406,IS,2,50,1.2623882,2,1,1,3,1,2,1,1,1,1,1,1,1,2,Female,45–64,IS,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
13437,IS,1,47,0.9913598,1,2,3,3,1,3,1,1,1,1,2,1,2,1,Male,45–64,IS,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
13441,IS,2,71,0.82646513,1,1,2,3,1,3,1,1,1,1,1,1,1,1,Female,65+,IS,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
13492,IS,1,45,1.02856,1,1,2,4,1,3,1,2,1,1,1,1,1,1,Male,45–64,IS,3.5,1.1666666666666667,1.1303926248022642,-0.9871607886573683
13586,IS,1,48,3.1065028,1,1,1,3,1,3,1,2,1,1,1,2,1,2,Male,45–64,IS,3,1.25,0.44262012353696373,-0.8392414449859885
13590,IS,1,37,1.0061952,2,1,2,3,1,3,2,1,1,1,1,2,2,1,Male,30–44,IS,3,1.4166666666666667,0.44262012353696373,-0.5434027576432284
13638,IS,1,74,0.723171,1,1,2,3,1,3,1,1,1,1,1,1,1,1,Male,65+,IS,3,1.0833333333333333,0.44262012353696373,-1.1350801323287485
13653,IS,1,63,0.82033867,1,1,1,2,1,3,1,2,1,1,2,1,1,1,Male,45–64,IS,2.5,1.1666666666666667,-0.2451523777283367,-0.9871607886573683
13667,IS,1,24,1.9409163,1,1,2,3,1,3,1,1,1,1,1,3,2,1,Male,18–29,IS,3,1.3333333333333333,0.44262012353696373,-0.6913221013146087
13691,IS,1,53,1.0791796,1,1,1,3,1,3,1,1,2,1,2,1,2,1,Male,45–64,IS,3,1.25,0.44262012353696373,-0.8392414449859885
13726,IS,2,34,1.098878,2,2,2,3,1,3,2,2,3,2,2,1,2,1,Female,30–44,IS,3,1.8333333333333333,0.44262012353696373,0.19619396071367112
13749,IS,1,71,0.7885828,2,2,3,2,3,2,3,2,2,3,2,3,2,2,Male,65+,IS,2,2.4166666666666665,-0.9329248789936372,1.2316293664133307
13757,IS,2,72,0.84753364,1,1,1,4,1,4,1,1,1,1,1,1,1,1,Female,65+,IS,4,1,1.8181651260675646,-1.2829994760001284
13848,IS,1,40,1.4798089,3,4,2,2,3,1,3,2,2,2,2,2,1,2,Male,30–44,IS,1.5,2.3333333333333335,-1.6206973802589375,1.0837100227419514
